hour,load_0,load_8,load_10,load_15,load_18,load_19,load_20,load_21,load_22,load_23,load_24,load_25,load_26,load_27,load_28,load_29,load_30,load_31,load_32,load_33,load_34
0,2.4113719535766416,2.4113719535766416,1.2612397957565407,1.305754141489125,0.05487364155439301,0.11056115048243668,0.08669224350607331,0.09025269992498826,0.05415161995499296,0.10878458764291939,0.03754906997516716,0.09984527260273005,0.016640878767121673,0.24138687841178896,0.040231146401964825,0.09434415565492112,0.033376951089037474,0.06546329167892491,0.020304000701486233,0.042284395895969114,0.164124934431602
1,2.3443893993106237,2.3443893993106237,1.2262053569855256,1.2694831931144268,0.05334937373343765,0.10749000741348011,0.08329989933817457,0.08774568048262747,0.05264740828957649,0.10576279354172717,0.03650604025363474,0.09707179280820977,0.016178632134701627,0.23468168734479483,0.0391136145574658,0.09172348466450664,0.032449813558786435,0.06364486691006588,0.018012948311566235,0.040246018781365224,0.15819284109908388
2,2.277406845044606,2.277406845044606,1.1911709182145107,1.2332122447397291,0.051825105912482294,0.10441886434452355,0.08091990221422672,0.0852386610402667,0.051143196624160024,0.10274099944053498,0.035463010532102324,0.0942983130136895,0.015716385502281584,0.2279764962778007,0.03799608271296678,0.08910281367409217,0.031522676028535396,0.06182644214120686,0.015761338014267698,0.039096132530469084,0.15367304563911008
3,2.210424290778588,2.210424290778588,1.1561364794434956,1.1969412963650312,0.05030083809152693,0.10134772127556697,0.07853990509027887,0.08273164159790591,0.049638984958743554,0.09971920533934278,0.0344199808105699,0.09152483321916922,0.015254138869861536,0.22127130521080657,0.03687855086846776,0.0864821426836777,0.030595538498284353,0.06000801737234784,0.015297769249142177,0.03794624627957293,0.14915325017913625
4,2.14344173651257,2.14344173651257,1.1211020406724805,1.1606703479903333,0.04877657027057157,0.0982765782066104,0.07615990796633103,0.08022462215554513,0.04813477329332708,0.09669741123815057,0.03337695108903748,0.08875135342464893,0.01479189223744149,0.21456611414381244,0.035761019023968735,0.08386147169326322,0.02966840096803331,0.05818959260348881,0.014834200484016655,0.03679636002867678,0.14463345471916242
5,2.0764591822465523,2.0764591822465523,1.0860676019014657,1.1243993996156354,0.0472523024496162,0.09520543513765381,0.07377991084238318,0.07771760271318434,0.046630561627910606,0.09367561713695836,0.032333921367505056,0.08597787363012865,0.014329645605021441,0.20786092307681828,0.03464348717946971,0.08124080070284874,0.02874126343778227,0.05637116783462978,0.014370631718891134,0.03564647377778063,0.1401136592591886
6,1.9424940737145167,1.9424940737145167,1.0159987243594355,1.0518575028662394,0.04420376680770548,0.08906314899974066,0.0690199165944875,0.07270356382846277,0.04362213829707766,0.08763202893457395,0.030247861924440213,0.08319186052459054,0.013405152340181348,0.19445054094282999,0.03240842349047167,0.07599945872201978,0.026886988377280187,0.052734318296911734,0.013443494188640093,0.03334670127598833,0.13107406833924093
7,1.8085289651824812,1.8085289651824812,0.9459298468174056,0.9793156061168438,0.04115523116579476,0.08292086286182752,0.06425992234659181,0.0676895249437412,0.040613714966244725,0.08158844073218954,0.028161802481375373,0.0750680175509477,0.012480659075341257,0.18104015880884175,0.030173359801473624,0.07075811674119084,0.02503271331677811,0.049097468759193685,0.012516356658389054,0.031046928774196035,0.1220344774192933
8,1.6745638566504455,1.6745638566504455,0.8758609692753755,0.9067737093674478,0.038106695523884036,0.07677857672391437,0.05949992809869612,0.06267548605901962,0.03760529163541178,0.07554485252980513,0.02607574303831053,0.06933699486300698,0.011556165810501163,0.16762977667485346,0.027938296112475575,0.06551677476036188,0.023178438256276024,0.04546061922147563,0.011589219128138012,0.028747156272403734,0.11299488649934564
9,1.7415464109164633,1.7415464109164633,0.9108954080463906,0.9430446577421457,0.0396309633448394,0.07984971979287095,0.06187992522264397,0.06518250550138041,0.039109503300828255,0.07856664663099734,0.027118772759842952,0.07211047465752726,0.01201841244292121,0.1743349677418476,0.0290558279569746,0.06813744575077636,0.024105575786527066,0.04727904399033466,0.012052787893263533,0.029897042523299885,0.11751468195931947
10,1.84202024231549,1.84202024231549,0.9634470662029131,0.9974510803041927,0.041917365076272445,0.0844564343963058,0.06821086739206818,0.06894303466492159,0.04136582079895296,0.08309933778278565,0.028683317342141586,0.07627069434930768,0.01271178239155128,0.18439275434233882,0.030732125723723136,0.07206845223639807,0.02549628208190363,0.0500066811436232,0.012748141040951814,0.03162187189964411,0.12429437514928021
11,1.9424940737145167,1.9424940737145167,1.0159987243594355,1.0518575028662394,0.04420376680770548,0.08906314899974066,0.0690199165944875,0.07270356382846277,0.04362213829707766,0.08763202893457395,0.030247861924440213,0.0804309140410881,0.013405152340181348,0.19445054094282999,0.03240842349047167,0.07599945872201978,0.026886988377280187,0.052734318296911734,0.013443494188640093,0.03334670127598833,0.13107406833924093
12,2.0094766279805345,2.0094766279805345,1.0510331631304506,1.0881284512409373,0.04572803462866084,0.09213429206869723,0.07139991371843535,0.07521058327082356,0.045126349962494136,0.09065382303576615,0.03129089164597263,0.08320439383560838,0.013867398972601395,0.20115573200982415,0.03714148049193818,0.07862012971243426,0.02781412590753123,0.05455274306577076,0.013907062953765615,0.03449658752688448,0.13559386379921476
13,2.0764591822465523,2.0764591822465523,1.0860676019014657,1.1243993996156354,0.0472523024496162,0.09520543513765381,0.07377991084238318,0.07771760271318434,0.046630561627910606,0.09597640587321041,0.032333921367505056,0.08597787363012865,0.014329645605021441,0.20786092307681828,0.037470170484007935,0.08440380292465373,0.029193786372944775,0.05637116783462978,0.014370631718891134,0.03564647377778063,0.1401136592591886
14,2.1769330136455793,2.1769330136455793,1.138619260057988,1.1788058221776823,0.04953870418104925,0.09981214974108868,0.08096543168527244,0.08147813187672552,0.048886879126035315,0.0990365922337974,0.03656738088385606,0.09013809332190909,0.018638540710619007,0.221534234834277,0.03631978494621825,0.09149781163208043,0.031037015603483847,0.05909880498791832,0.015065984866579417,0.03737130315412485,0.14689335244914933
15,2.3443893993106237,2.3443893993106237,1.2262053569855256,1.2694831931144268,0.05534162394201581,0.10911328236186944,0.08354969925811051,0.08774568048262747,0.057551375138845125,0.1061309197395275,0.038806828989886785,0.09707179280820977,0.017164684450238218,0.24186014820190121,0.04502992845068534,0.09804948910811662,0.03335485942911145,0.06726039206703337,0.016777096076093706,0.043038418638732395,0.1626314915556517
16,2.5453370621086773,2.5453370621086773,1.3313086732985708,1.3782960382385208,0.06265286587340024,0.12055797677052524,0.0940554158669856,0.10219539974688027,0.06439109359976089,0.1148281758453038,0.049535094666219366,0.10539223219177062,0.01756537203196177,0.26202831085971223,0.04992076559641949,0.10512937789360463,0.036024375439533476,0.07100650902668036,0.02212515899782378,0.04452832040061407,0.17307575234241832
17,2.7462847249067304,2.7462847249067304,1.4364119896116156,1.4871088833626145,0.0733907781635391,0.13479470409041067,0.1032595434193524,0.11505428794206737,0.06879854968235308,0.14106401580342423,0.05159924733003711,0.11935289082020074,0.02355368940172599,0.28274866281422373,0.049434330781427435,0.12490728287135702,0.04051056534238971,0.07455541552322004,0.024620243886601324,0.04911017036819866,0.18843480972563909
18,2.947232387704784,2.947232387704784,1.541515305924661,1.5959217284867082,0.0774637079377074,0.14360083885568453,0.11100431354472504,0.12457374562863721,0.06919605968176312,0.1444234420410958,0.05191480055430331,0.1387960003230143,0.028253565079189073,0.30891202355049724,0.05696778813279965,0.12778900507154023,0.04257946000250514,0.09193534916568627,0.025550792434727475,0.053057384004563446,0.2027850829141854
19,3.014214941970802,3.014214941970802,1.576549744695676,1.6321926768614061,0.07955305036327767,0.14713240172818426,0.11897194045671357,0.12165090365344318,0.07360583883696074,0.1562013807042529,0.051537914941463044,0.14452763706414437,0.02874210644002343,0.32491240111194963,0.05489051047496012,0.13969164985466972,0.04483454665521489,0.09853941450594955,0.025646235002052674,0.056766123942937875,0.21137229624708684
20,2.913741110571775,2.913741110571775,1.5239980865391534,1.5777862542993593,0.07194915171149419,0.13819301871704842,0.11653261809260708,0.11700950108802265,0.07454433084117458,0.1417818716686844,0.048868991765763425,0.1357526925356527,0.027996147034564746,0.30482317562139954,0.052727760232546876,0.12803141612158273,0.04233803886009577,0.09328748342488734,0.023780766439927638,0.05696043483220237,0.2076431664618218
21,2.7462847249067304,2.7462847249067304,1.4364119896116156,1.4871088833626145,0.06432785085106173,0.12741027877973773,0.10825554181807112,0.10508858587304423,0.07357104288955017,0.12654932571872562,0.04506500731908131,0.11856404896777147,0.02486842582244144,0.2814865158503369,0.04581880562445994,0.11326743469511466,0.03884528094099169,0.07940679291566007,0.022569255070285215,0.050501293206232485,0.1906460646803656
22,2.612319616374695,2.612319616374695,1.3663431120695857,1.4145669866132187,0.0594464450172591,0.11977457968930642,0.09690871810239102,0.10007454698832266,0.061740738175716535,0.117849969946496,0.04288691632656639,0.11320115247763107,0.020578207320569794,0.2615024516127714,0.0435837419354619,0.10220616862616454,0.0361583636797906,0.07128669218330232,0.0180791818398953,0.04585590482425177,0.17787800737690102
23,2.4783545078426594,2.4783545078426594,1.2962742345275557,1.3420250898638229,0.05639790937534837,0.11363229355139326,0.09256943950912426,0.09386409796075003,0.055655831620409435,0.11180638174411159,0.038592099696699585,0.10489324640508807,0.01710312539954172,0.2480920694787831,0.04134867824646385,0.0969648266453356,0.03430408861928851,0.06728171644778394,0.020767569466611752,0.04400291629963821,0.1695486005300042
